gene_name	mean_length	median_length	max_length	gene_synonyms
MST1P2	2636.0	2636.0	2636	MSPL-1,MSPL-2,MSPL-3,MSPL1,MSPL2,MSPL3,MSTP1,MSTP2,MSTP3
LOC107985736	2799.0	2799.0	2799	
RNU1-3	164.0	164.0	164	HSD4,RNU1G3
TRNAG-CCC	71.0	71.0	71	
EIF1AXP1	3159.0	3159.0	3159	EIF1AP1
ESPNP	2015.0	2015.0	2015	dJ1182A14.1
TRV-CAC13-1	73.0	73.0	73	TRNAV36P
TRG-CCC5-1	71.0	71.0	71	
RNU1-4	164.0	164.0	164	HSD2,HSD5,HSD6,HSD7,RNU1,RNU1D2,RNU1E2,RNU1F1,RNU1G1,RNU1G2,U1B2,U1D2,U1E2,U1F
CROCCP4	730.0	730.0	730	
MST1L	4668.0	4668.0	4668	BRF-1,D1F15S1A,MSPL-7,MSPL7,MST1P9,MSTP7,MSTP9
LOC100421279	2574.0	2574.0	2574	
MIR3675	39.333333333333336	23.0	73	
TRV-CAC11-2	73.0	73.0	73	TRNAV34P
TRG-CCC1-2	71.0	71.0	71	
LOC112267871	1261.5	1261.5	1292	
TRE-TTC3-1	72.0	72.0	72	
RNU1-5P	144.0	144.0	144	RNU1-5
TRN-GTT13-1	74.0	74.0	74	
LOC105376805	437.5	437.5	511	
TRN-GTT4-1	74.0	74.0	74	
RNU1-2	164.0	164.0	164	RNU1C1,RNU1C2,U1C1,U1C21
CROCC	7218.0	7495.0	7940	ROLT,TAX1BP2
MFAP2	1077.5	1082.5	1100	MAGP,MAGP-1,MAGP1
LOC105376806	397.0	397.0	397	
ATP13A2	3882.8333333333335	3861.0	4025	CLN12,HSA9947,KRPPD,PARK9,SPG78
SDHB	1015.0	1015.0	1015	CWS2,IP,PGL4,SDH,SDH1,SDH2,SDHIP
PADI2	4010.3333333333335	4211.0	4361	PAD-H19,PAD2,PDI2
LOC105376808	823.0	823.0	823	
LINC02783	590.0	590.0	590	
PADI1	2998.8	3105.5	4570	HPAD10,PAD1,PDI,PDI1
PADI3	3094.75	3063.5	4800	PAD3,PDI3,UHS1
MIR3972	54.5	54.5	87	
PADI4	1742.3333333333333	1801.0	2267	PAD,PAD4,PADI5,PDI4,PDI5
PADI6	2396.0	2396.0	2396	hPADVI,PREMBL2
RCC2	3980.5	3980.5	4040	TD-60
ARHGEF10L	4259.176470588235	4342.5	6685	GrinchGEF
LINC02810	1057.75	1093.0	1221	
ACTL8	1814.5	1814.5	1841	CT57
LOC105376809	975.3333333333334	1115.0	1206	
LOC105376812	1678.0	1678.0	1678	
LINC01654	2471.0	2471.0	2471	
IGSF21	1598.8	1563.0	1892	
IGSF21-AS1	1850.3333333333333	1772.0	2675	
KLHDC7A	5070.0	5070.0	5070	
DYNLL1P3	388.0	388.0	388	
PAX7	3682.3333333333335	2420.0	6213	HUP1,PAX7B,RMS2
TAS1R2	2521.0	2521.0	2521	GPR71,T1R2,TR2
ALDH4A1	2922.8333333333335	3057.5	3243	ALDH4,P5CD,P5CDh
MIR4695	39.333333333333336	22.0	74	
MIR1290	48.5	48.5	78	hsa-mir-1290,MIRN1290
IFFO2	6106.5	6106.5	6179	
LOC105376815	1645.5	1645.5	2124	
UBR4	19859.833333333332	20027.5	20113	p600,RBAF600,ZUBR1
EMC1-AS1	556.5	556.5	622	
EMC1	5828.166666666667	6605.5	6640	CAVIPMR,KIAA0090
MRTO4	2220.0	2220.0	2391	C1orf33,dJ657E11.4,MRT4
AKR7L	2263.5	2263.5	2362	AFAR3,AFB1-AR 3,AFB1-AR3,AKR7A4
AKR7A3	1472.25	1469.0	1898	AFAR2
LOC100506730	2490.0	2490.0	2490	
AKR7A2	2131.6666666666665	2514.0	2619	AFAR,AFAR1,AFB1-AR1,AKR7
RNU6-1099P	105.0	105.0	105	
SLC66A1	3515.090909090909	2639.0	6169	LAAT-1,LAAT1,PQLC2
CAPZB	1601.357142857143	1772.0	2457	CAPB,CAPPB,CAPZ
RN7SL277P	216.0	216.0	216	
LOC105376819	631.6666666666666	546.0	805	
LOC105376818	140.0	140.0	140	
RNU4-28P	141.0	141.0	141	
LOC105376817	1217.0	1217.0	1217	
LOC105378614	207.0	207.0	207	
MICOS10	3815.0	3802.0	3964	C1orf151,Mic10,MINOS1,MIO10
MICOS10-NBL1	2111.5	2111.5	2204	C1orf151-NBL1,DAN,DAND1,MINOS1-NBL1,NBL1
RPS14P3	838.0	838.0	838	RPS14_1_16
NBL1	2066.625	2056.0	2160	D1S1733E,DAN,DAND1,NB,NO3
HTR6	3800.0	3800.0	3800	5-HT6,5-HT6R
TMCO4	3177.0555555555557	3122.0	3604	
RNF186	1255.0	1255.0	1255	
LOC105376823	765.0	765.0	844	
OTUD3	6598.6	6515.0	7172	DUBA4
PLA2G2E	785.0	785.0	785	GIIE sPLA2,sPLA2-IIE
RN7SL304P	301.0	301.0	301	
PLA2G2A	938.5	941.5	991	MOM1,PLA2,PLA2B,PLA2L,PLA2S,PLAS1,sPLA2
PLA2G5	1620.0	1650.5	1918	FRFB,GV-PLA2,hVPLA(2),PLA2-10
LOC100419911	515.0	515.0	515	
PLA2G2D	2257.0	2257.0	2651	PLA2IID,sPLA2-IID,sPLA2S,SPLASH
PLA2G2F	1844.25	1915.0	2721	GIIFsPLA2,sPLA2-IIF
PLA2G2C	1165.3333333333333	1300.0	1462	
UBXN10	5393.666666666667	5562.0	5884	UBXD3
UBXN10-AS1	510.0	510.0	510	
LOC105376825	3043.0	3043.0	3043	
LOC105376826	1733.0	1733.0	1733	
LINC01757	480.0	480.0	480	
LOC105376828	1407.3333333333333	1474.0	1568	
VWA5B1	8330.066666666668	9356.0	10117	
LINC01141	3783.0	3783.0	3783	
CAMK2N1	2326.0	2326.0	2326	PRO1489
MUL1	2784.5	2784.5	3141	C1orf166,GIDE,MAPL,MULAN,RNF218
RPS4XP4	863.0	863.0	863	RPS4P4,RPS4X_1_17
FAM43B	2448.0	2448.0	2448	
CDA	809.0	809.0	809	CDD
PINK1	2657.0	2657.0	2657	BRPK,PARK6
MIR6084	65.0	65.0	110	hsa-mir-6084
PINK1-AS	4443.0	4443.0	4443	NAPINK1,PINK1-AS1,PINK1AS
DDOST	2126.0	2126.0	2126	AGER1,CDG1R,GATD6,OKSWcl45,OST,OST48,WBP1
KIF17	4002.3333333333335	3961.0	4088	KIF17B,KIF3X,KLP-2,OSM-3
SH2D5	3996.5	4046.0	4354	
LOC112268222	6244.0	6244.0	6244	
HP1BP3	4586.8	4211.0	6971	HP1-BP74,HP1BP74
EIF4G3	5871.7692307692305	6265.0	8006	eIF-4G 3,eIF4G 3,eIF4GII
RNU7-200P	62.0	62.0	62	
LOC105376830	1500.5	1455.0	2565	
LOC105376829	1078.3333333333333	1041.0	1161	
MIR1256	70.5	70.5	119	hsa-mir-1256,MIRN1256
RPS15AP6	454.0	454.0	454	RPS15A_1_18
HSPE1P27	607.0	607.0	607	
ECE1	5228.285714285715	5163.0	5845	ECE
ECE1-AS1	2574.0	2574.0	2574	
PPP1R11P1	763.0	763.0	763	
LOC100421269	535.0	535.0	535	
LOC105376832	447.0	447.0	471	
NBPF2P	4853.0	4853.0	4853	
HS6ST1P1	4153.0	4153.0	4153	HS6ST1P
CROCCP5	2507.0	2507.0	2507	
NBPF3	4131.222222222223	4108.0	5209	AE2
PFN1P10	779.0	779.0	779	
ALPL	2435.4285714285716	2534.0	2600	AP-TNAP,APTNAP,HOPS,TNALP,TNAP,TNSALP
LINC02596	1603.0	1603.0	1603	
RAP1GAP	3423.18	3428.5	3992	RAP1GA1,RAP1GAP1,RAP1GAPII,RAPGAP
USP48	3948.9473684210525	3833.0	8154	RAP1GA1,USP31
LDLRAD2	2590.5	2590.5	4016	
HSPG2	14461.0	14405.5	14812	HSPG,PLC,PRCAN,SJA,SJS,SJS1
RPL21P29	557.0	557.0	557	RPL21_1_19
CELA3B	906.0	906.0	906	CBPP,ELA3B
RN7SL386P	297.0	297.0	297	
RNU6-1022P	104.0	104.0	104	
CELA3A	906.0	906.0	906	ELA3,ELA3A
RN7SL186P	297.0	297.0	297	
RNU6-776P	104.0	104.0	104	
LINC01635	698.0	698.0	698	
LINC00339	1130.5	1106.0	1206	HSPC157,NCRNA00339
CDC42-AS1	980.0	980.0	980	
CDC42	7522.333333333333	10503.0	10629	CDC42Hs,G25K,TKS
WNT4	3540.25	3969.5	5376	SERKAL,WNT-4
LOC105376845	1046.0	1094.0	1435	
LOC105376850	2985.0	2985.0	2985	
LOC107985377	690.0	690.0	690	
MIR4418	40.0	40.0	62	
LOC105376856	972.0	972.0	972	
ZBTB40	8236.375	8315.0	8992	ZNF923
EPHA8	4129.222222222223	4795.0	5159	EEK,EK3,HEK3
MIR6127	64.0	64.0	109	hsa-mir-6127
C1QA	1107.0	1111.0	1119	
C1QC	1158.25	1169.5	1330	C1Q-C,C1QG
C1QB	1174.5	1174.5	1251	
EPHB2	8157.857142857143	10861.0	11039	BDPLT22,CAPB,DRT,EK5,EPHT3,ERK,Hek5,PCBC,Tyro5
MIR4684	42.0	22.0	82	
MIR4253	43.0	43.0	68	
LACTBL1	1950.0	1950.0	1950	
TEX46	512.0	512.0	512	C1orf234,TEX#
KDM1A	3348.875	3109.0	3846	AOF2,BHC110,CPRF,KDM1,LSD1
MIR3115	44.0	44.0	68	mir-3115
LUZP1	8779.8	8898.0	9138	LUZP
RNU6-514P	107.0	107.0	107	
RNU6-135P	101.0	101.0	101	
HTR1D	2835.0	2835.0	2835	5-HT1D,HT1DA,HTR1DA,HTRL,RDC4
RPL29P6	618.0	618.0	618	RPL29_1_20
LINC01355	3511.0	3511.0	3511	
HNRNPR	4620.294117647059	2684.0	7760	hnRNP-R,HNRPR
ZNF436	4384.0	4372.0	4465	Zfp46,ZNF
ZNF436-AS1	1781.5	1781.5	2869	C1orf213
TCEA3	1627.888888888889	1754.0	1908	TFIIS,TFIIS.H
ASAP3	4080.0	4082.0	4141	ACAP4,CENTB6,DDEFL1,UPLC1
E2F2	4174.166666666667	4519.0	5196	E2F-2
LOC101928163	1212.0	1212.0	1212	
LOC105376859	1472.5	1472.5	1623	
ID3	950.0	950.0	950	bHLHb25,HEIR-1
LOC107984928	1107.0	1107.0	1107	
MDS2	876.6666666666666	1029.0	1076	
LOC729856	468.0	468.0	468	
RPL11	824.0	824.0	1017	DBA7,GIG34,L11,uL5
ELOA	4943.0	4943.0	4943	SIII,SIII p110,TCEB3,TCEB3A
ELOA-AS1	1084.0	1084.0	1084	TCEB3-AS1
PITHD1	1568.5	1568.5	1590	C1orf128,HT014,TXNL1CL
LOC105376860	461.0	461.0	461	
LYPLA2	2030.4	2094.0	2228	APT-2,APT2,DJ886K2.4
GALE	1588.3333333333333	1584.0	1665	SDR1E1
HMGCL	1482.5	1482.5	1570	HL
LOC105376861	722.0	722.0	722	
FUCA1	2189.75	2190.5	2671	FUCA
CNR2	3954.3333333333335	3645.0	5265	CB-2,CB2,CX5
BTBD6P1	1960.0	1960.0	1960	
LOC107984929	1158.0	1158.0	1158	
MIR378F	49.0	49.0	78	mir-378f
PNRC2	2361.0	2361.0	2400	
SRSF10	4931.083333333333	4171.5	7656	FUSIP1,FUSIP2,NSSR,PPP1R149,SFRS13,SFRS13A,SRp38,SRrp40,TASR,TASR1,TASR2
LOC105378615	170.0	170.0	170	
RPL36P5	721.0	721.0	721	RPL36_1_21
LOC105376863	405.0	220.0	971	
LOC107984931	358.0	358.0	358	
MYOM3	5760.0	5760.0	5760	
MYOM3-AS1	1953.0	1953.0	1953	
LOC105376864	2423.0	2423.0	2423	
IL22RA1	2864.0	2864.0	2911	CRF2-9,IL22R,IL22R1
IFNLR1	4367.833333333333	4457.0	4593	CRF2/12,IFNLR,IL-28R1,IL28RA,LICR2
LINC02800	1846.0	1846.0	1846	
GRHL3-AS1	4098.666666666667	4975.0	5240	
GRHL3	2692.5	2725.0	3013	SOM,TFCP2L4,VWS2
STPG1	2906.9	2895.5	3194	C1orf201,MAPO2
NIPAL3	4721.409090909091	5314.5	5706	DJ462O23.2,NPAL3
RCAN3AS	458.5	463.0	530	
RCAN3	3755.0	2551.5	6863	DSCR1L2,hRCN3,MCIP3,RCN3
NCMAP-DT	973.0	973.0	973	
NCMAP	3176.3333333333335	3045.0	3980	C1orf130,MP11
RPL26P8	375.0	375.0	375	RPL26_1_22
SRRM1	4518.033898305085	3887.0	5884	160-KD,POP101,SRM160
CLIC4	4253.0	4253.0	4253	CLIC4L,H1,huH1,MTCLIC,p64H1
RNU6-1208P	107.0	107.0	107	
LOC105376876	833.0	833.0	833	
RUNX3	4199.4	4175.0	4340	AML2,CBFA3,PEBP2aC
MIR6731	38.333333333333336	22.0	72	hsa-mir-6731
LOC107984932	1474.0	1474.0	1474	
LOC105376878	7109.0	5694.0	10997	
MIR4425	53.0	53.0	84	
LINC02793	1114.0	1045.0	1862	
LOC391020	565.0	565.0	565	
SYF2	1694.0	1694.0	1757	CBPIN,fSAP29,NTC31,P29
RSRP1	2630.6363636363635	2779.5	4022	C1orf63,NPD014
LOC105376882	979.0	979.0	979	
RHD	2486.909090909091	2660.0	2933	CD240D,DIIIc,RH,RH30,Rh4,RHCED,RhDCw,RHDel,RHDVA(TT),RhII,RhK562-II,RhPI,RHPII,RHXIII
SDHDP6	1312.0	1312.0	1312	
TMEM50A	2318.3333333333335	2266.0	2516	IFNRC,SMP1
RHCE	2394.5454545454545	1853.0	3708	CD240CE,RH,RH30A,Rh4,RHC,RHCe(152N),RHE,RhIVb(J),RHIXB,RHNA,RHPI,RhVI,RhVIII
SDHDP7	1310.0	1310.0	1310	
MACO1	3132.5	3272.5	3940	MACOILIN,TMEM57
LDLRAP1	2570.470588235294	2914.0	4377	ARH,ARH1,ARH2,FHCB1,FHCB2,FHCL4
MAN1C1	3932.6666666666665	4384.5	4641	HMIC,MAN1A3,MAN1C,pp6318
SELENON	4263.0	4263.0	4314	CFTD,MDRS1,RSMD1,RSS,SELN,SEPN1
MTFR1L	2002.25	2005.0	2103	FAM54B,HYST1888,MST116,MSTP116
LOC646471	3653.0	3653.0	3653	
AUNIP	1776.5	1776.5	2161	AIBP,C1orf135
PAQR7	2846.2	2845.0	3023	MPRA,mSR,PGLP
STMN1	1705.25	1608.0	2162	C1orf215,Lag,LAP18,OP18,PP17,PP19,PR22,SMN
SNRPFP2	373.0	373.0	373	
RPL39P7	388.0	388.0	388	RPL39_2_23
MIR3917	56.5	56.5	93	mir-3917
LOC105376885	1305.0	1305.0	1305	
PAFAH2	3564.125	3548.0	3876	HSD-PLA2
RNU6-110P	104.0	104.0	104	
LOC101928216	1463.3333333333333	1376.0	1641	
EXTL1	3583.3333333333335	3896.0	4020	EXTL
SLC30A2	3175.5	3175.5	3249	PP12488,TNZD,ZnT-2,ZNT2
LOC105376910	2098.0	2098.0	2098	
TRIM63	1663.0	1663.0	1771	IRF,MURF1,MURF2,RNF28,SMRZ
PDIK1L	4471.333333333333	4287.0	5997	CLIK1L,STK35L2
LOC105376886	629.0	629.0	629	
FAM110D	2799.0	2799.0	2799	GRRP1
C1orf232	555.5	555.5	644	
ZNF593	638.0	638.0	638	ZT86
CNKSR1	2540.3333333333335	2535.0	2556	CNK,CNK1
CATSPER4	1566.0	1419.0	1886	
LOC100420494	649.0	649.0	649	
LOC101928303	1078.0	1078.0	1078	
CEP85	3486.285714285714	3934.0	4217	CCDC21
MRPS6P1	364.0	364.0	364	MRPS6P3
SH3BGRL3	751.0	751.0	751	HEL-S-297,SH3BP-1,TIP-B1
UBXN11	1689.6666666666667	1848.0	1853	COA-1,PP2243,SOC,SOCI,UBXD5
CD52	467.0	467.0	467	CDW52,EDDM5,HE5
CRYBG2	5302.166666666667	5237.5	5558	AIM1L
RPL34P4	402.0	402.0	402	RPL34_1_24
ZNF683	1774.357142857143	1752.5	1932	Hobit
LIN28A	3036.0	3036.0	3975	CSDD1,LIN-28,lin-28A,LIN28,ZCCHC1
DHDDS	3280.6	3288.0	3350	CIT,CPT,DEDSM,DS,hCIT,HDS,RP59
RPL17P9	612.0	612.0	612	RPL17_1_25
DHDDS-AS1	723.5	723.5	784	
HMGN2	1940.0	1940.0	1940	HMG17
DPPA2P2	1148.0	1148.0	1148	
RPS6KA1	3133.0	3153.0	3192	HU-1,MAPKAPK1,MAPKAPK1A,p90Rsk,RSK,RSK1
MIR1976	36.0	36.0	52	hsa-mir-1976
RN7SL679P	302.0	302.0	302	
LOC105376888	1282.0	1282.0	1723	
LOC101928728	2222.0	2222.0	2222	
ARID1A	8269.5	8269.5	8595	B120,BAF250,BAF250a,BM029,C1orf4,CSS2,ELD,hELD,hOSA1,MRD14,OSA1,P270,SMARCF1
PIGV	2567.0	2567.0	2730	GPI-MT-II,HPMRS1,PIG-V
RN7SL165P	291.0	291.0	291	
ZDHHC18	5045.0	5045.0	5045	DHHC-18,DHHC18
SFN	1308.0	1308.0	1308	YWHAS
GPN2	4665.0	4665.0	4665	ATPBD1B
GPATCH3	2125.0	2125.0	2125	GPATC3
NUDC	1531.3333333333333	1493.5	1792	HNUDC,MNUDC,NPD011
NR0B2	1089.5	1089.5	1165	SHP,SHP1
KDF1	1843.0	1844.0	1855	C1orf172,ECTD12
RPL12P13	944.0	944.0	944	
RPL32P6	485.0	485.0	485	RPL32_1_26
TRNP1	1987.0	1987.0	2013	C1orf225,TNRP,TRNP
TENT5B	2382.0	2382.0	2382	FAM46B
LOC101928391	694.0	729.5	855	
SLC9A1	4278.0	4276.0	4737	APNH,LIKNS,NHE-1,NHE1,PPP1R143
LOC102723760	337.0	337.0	337	
RPL18AP5	620.0	620.0	620	RPL18A_1_27
CHCHD3P3	964.0	964.0	964	
NPM1P39	962.0	962.0	962	
SNRPEP7	287.0	287.0	287	
LOC105376890	761.0	761.0	761	
WDTC1	3565.6	4427.0	4706	ADP,DCAF9
TMEM222	1581.4	1614.0	1755	C1orf160
ACTG1P20	2652.0	2652.0	2652	
RNU6-48P	106.0	106.0	106	RNU6-48
SYTL1	2061.2	2087.0	2274	JFC1,SLP1
MAP3K6	4483.833333333333	4426.0	5526	ASK2,MAPKKK6,MEKK6
FCN3	1043.5	1043.5	1060	FCNH,HAKA1
CD164L2	995.25	879.5	1487	EAPG6122,UNQ6122
GPR3	2137.0	2137.0	2137	ACCA
WASF2	5423.5	5423.5	5681	dJ393P12.2,IMD2,SCAR2,WASF4,WAVE2
LOC105376892	2771.0	2771.0	2771	
AHDC1	6624.833333333333	6622.5	7463	MRD25
FGR	2249.3333333333335	2332.0	2654	c-fgr,c-src2,p55-Fgr,p55c-fgr,p58-Fgr,p58c-fgr,SRC2
LOC729973	562.0	562.0	562	
LINC02574	441.0	441.0	441	
IFI6	851.5	830.0	934	6-16,FAM14C,G1P3,IFI-6-16,IFI616
RNU6-949P	107.0	107.0	107	
CHMP1AP1	632.0	632.0	632	
RNU6-424P	105.0	105.0	105	
FAM76A	3304.0	3535.5	3681	
RPEP3	903.0	903.0	903	
STX12	3034.0	3034.0	3034	STX13,STX14
RNU6-1245P	106.0	106.0	106	
PPP1R8	2394.0	2467.0	2695	ARD-1,ARD1,NIPP-1,NIPP1,PRO2047
SCARNA1	166.0	166.0	166	ACA35
THEMIS2	2157.75	2298.0	2713	C1orf38,ICB-1,ICB1
RPA2	1695.857142857143	1699.0	1957	REPA2,RP-A p32,RP-A p34,RPA32
SMPDL3B	2014.4	1937.0	2636	ASML3B
XKR8	2108.75	2278.5	2487	hXkr8,XRG8
EYA3	3540.0625	2342.5	6134	
RN7SL559P	297.0	297.0	297	
SPCS2P4	1408.0	1408.0	1408	
LOC100131223	634.0	634.0	634	
RNU6-176P	105.0	105.0	105	
RNU7-29P	59.0	59.0	59	U7.29
PTAFR	4069.25	4046.5	4191	PAFR
DNAJC8	1824.0	1824.0	1885	HSPC331,SPF31
ATP5IF1	1002.3333333333334	579.0	1925	ATPI,ATPIF1,ATPIP,IP
SESN2	3419.5	3419.5	3462	HI95,SES2,SEST2
MED18	1795.0	1783.0	1829	p28b,SRB5
PHACTR4	6117.5	6112.0	6189	PPP1R124
RNU6ATAC27P	119.0	119.0	119	
RCC1	2755.3333333333335	2729.5	2862	CHC1,RCC1-I,SNHG3-RCC1
SNHG3	2292.0	2292.0	2346	NCRNA00014,RNU17C,RNU17D,U17HG,U17HG-A,U17HG-AB
SNORA73A	207.0	207.0	207	E1,E1-7,E1b,RNE1,RNU17A,U17A
SNORA73B	205.0	205.0	205	105A,E1c,RNU105A,RNU17B,U17B
PRDX3P2	881.0	881.0	881	
TRNAU1AP	1907.0	1907.0	2015	PRO1902,SECP43,TRSPAP1
SNHG12	939.625	868.5	1368	ASLNC04080,C1orf79,LINC00100,NCRNA00100,PNAS-123
SNORD99	80.0	80.0	80	HBII-420
SNORA61	130.0	130.0	130	ACA61
SNORA44	132.0	132.0	132	ACA44
SNORA16A	134.0	134.0	134	ACA16
RAB42	1971.0	2000.0	2022	
TAF12	1385.2	1335.0	1672	TAF2J,TAFII20
LINC01715	856.5	856.5	1117	
RNU11	135.0	135.0	135	RNU11-1,U11
GMEB1	3952.375	2634.5	6388	P96PIF,PIF96
YTHDF2	2763.0	2744.0	2826	CAHL,HGRG8,NY-REN-2
OPRD1	9317.0	9317.0	9317	DOP,DOR,DOR1,OPRD
EPB41	7265.836363636364	6419.0	11204	4.1R,EL1,HE
RPL27P4	401.0	401.0	401	RPL27_1_28
TMEM200B	2543.0	2562.0	2599	TTMB
SRSF4	2254.0	2254.0	2300	SFRS4,SRP75
MECR	2003.179487179487	1781.0	2847	CGI-63,DYTOABG,ETR1,FASN2B,NRBF1
PTPRU	5493.888888888889	5577.0	5604	FMI,hPTP-J,PCP-2,PTP,PTP-J,PTP-PI,PTP-RO,PTPPSI,PTPRO,PTPU2,R-PTP-PSI,R-PTP-U
LINC01756	2148.0	2148.0	2148	
LOC107984933	535.0	535.0	535	
LOC107984934	1230.3333333333333	1152.0	1539	
LINC01648	1519.0	1519.0	1519	
LOC105378617	1253.0	786.0	2690	
LOC105378618	561.0	561.0	631	
MATN1	3830.0	3830.0	3830	CMP,CRTM
MATN1-AS1	2050.0	2050.0	2050	
LAPTM5	2124.5	2124.5	2177	CLAST6
MIR4420	49.5	49.5	77	mir-4420
LOC105378620	7351.0	7351.0	7351	
LOC105378621	973.5	973.5	995	
LINC01778	1020.0	1020.0	1020	
RN7SKP91	238.0	238.0	238	
LOC400748	2873.0	2873.0	2873	
SDC3	5147.75	5151.0	5326	SDCN,SYND3
RN7SL371P	267.0	267.0	267	
PUM1	5382.0	5382.0	5385	HSPUM,PUMH,PUMH1,PUML1,SCA47
SNORD103A	88.0	88.0	88	U103
SNORD103B	88.0	88.0	88	U103B
SNORD103C	75.0	75.0	75	HBII-251,SNORD85
SELENOWP1	1050.0	1050.0	1050	SEPW1P
RPL21P22	563.0	563.0	563	RPL21_2_29
LOC107984935	191.0	191.0	191	
NKAIN1	2956.5	2956.5	2991	FAM77C
SNRNP40	1615.0	1615.0	1615	40K,HPRP8BP,PRP8BP,PRPF8BP,SPF38,WDR57
ZCCHC17	1662.7272727272727	1592.0	2550	HSPC251,pNO40,PS1D
FABP3	1542.3333333333333	1342.0	2188	FABP11,H-FABP,M-FABP,MDGI,O-FABP
LOC105378623	506.0	506.0	506	
LOC107985470	729.0	729.0	729	
SERINC2	2155.4	2062.0	2808	FKSG84,PRO0899,TDE2,TDE2L
LOC105378625	1061.0	1061.0	1062	
LOC105379772	304.0	304.0	304	
LOC441880	1383.0	1383.0	1383	
RNU6-40P	106.0	106.0	106	RNU6-40
LDC1P	2113.0	2113.0	2113	LINC01225
LINC01226	2741.0	2741.0	2741	
LOC105378626	4119.818181818182	4309.0	5036	
TINAGL1	1963.5	1915.5	2207	ARG1,LCN7,LIECG3,TINAGRP
HCRTR1	2207.3333333333335	2151.5	2491	OX1R
PEF1	1941.875	1876.5	3240	ABP32,PEF1A
PEF1-AS1	502.75	499.5	550	
LOC105378628	917.0	917.0	917	
COL16A1	4566.368421052632	5203.0	5707	447AA,FP1572
LOC101929444	519.0	519.0	519	
ADGRB2	5306.090909090909	5396.5	5705	BAI2
MIR4254	49.5	49.5	76	
SPOCD1	3202.818181818182	3060.0	3962	PPP1R146
PTP4A2	3626.1428571428573	3802.0	3910	HH13,HH7-2,HU-PP-1,OV-1,PRL-2,PRL2,ptp-IV1a,ptp-IV1b,PTP4A,PTPCAAX2
KHDRBS1	2602.0	2654.5	2796	p62,p68,Sam68
TMEM39B	1830.6666666666667	1683.0	3177	
MIR5585	34.333333333333336	22.0	59	
KPNA6	7533.8	7478.0	7729	IPOA7,KPNA7
TXLNA	4847.625	4804.5	5188	IL14,TXLN
CCDC28B	1434.4285714285713	1453.0	2422	
TMEM234	2258.157894736842	2492.0	3815	AASL548,C1orf91,dJ622L5.7,PRO1105,RP4-622L5
IQCC	2132.0	2132.0	2252	
DCDC2B	1160.3333333333333	1145.0	1349	
EIF3I	1600.0	1600.0	1919	eIF3-beta,eIF3-p36,EIF3S2,PRO2242,TRIP-1,TRIP1
MTMR9LP	2324.0	2324.0	2324	MTMR9L
FAM167B	947.0	947.0	947	C1orf90,DIORA-2
LCK	2129.6666666666665	2107.0	2270	IMD22,LSK,p56lck,pp58lck,YT16
HDAC1	2299.5	2299.5	2481	GON-10,HD1,KDAC1,RPD3,RPD3L1
MARCKSL1	1433.5	1433.5	1546	F52,MACMARCKS,MLP,MLP1,MRP
LOC105378629	698.0	698.0	1013	
TSSK3	1433.0	1433.0	1840	SPOGA3,STK22C,STK22D,TSK3
FAM229A	699.0	699.0	699	
BSDC1	3309.875	3334.5	5152	
GAPDHP20	1285.0	1285.0	1285	
LRRC37A12P	2062.0	2062.0	2062	
RN7SL122P	301.0	301.0	301	
ZBTB8B	12831.0	12831.0	12831	ZNF916B
ZBTB8A	6681.666666666667	6896.0	7077	BOZF1,ZBTB8,ZNF916A
LOC102723870	528.0	528.0	528	
ZBTB8OS	1877.575	1941.0	2152	ARCH,ARCH2
RBBP4	7868.666666666667	7880.0	7883	lin-53,NURF55,RBAP48
SYNC	4660.857142857143	5126.0	5196	SYNC1,SYNCOILIN
KIAA1522	4249.5	5162.5	5493	
YARS1	2485.0	2337.5	3117	CMTDIC,TYRRS,YARS,YRS,YTS
S100PBP	3883.866666666667	4292.0	4482	S100PBPR
FNDC5	2645.3333333333335	2831.0	3022	FRCP2,irisin
LOC105378631	1459.5	1459.5	1554	
HPCA	1610.3333333333333	1542.0	1877	BDR2,DYT2
TMEM54	977.2	970.0	1084	BCLP,CAC-1,CAC1
LOC105378632	549.0	549.0	549	
RNF19B	3146.6666666666665	2868.0	4596	IBRDC3,NKLAM
RPL18AP4	619.0	619.0	619	RPL18A_2_30
LOC100419257	1317.0	1317.0	1317	
AK2	3452.6363636363635	3619.0	5970	ADK2
LOC105378635	714.0	714.0	714	
AZIN2	2897.78125	2070.5	5316	ADC,AZI2,AZIB1,ODC-p,ODC1L,ODCp
LOC112268224	1296.0	1296.0	1296	
TRIM62	3703.2	3778.0	4289	DEAR1
ZNF362	3545.5	3532.0	3931	lin-29,RN
A3GALT2	1023.0	1023.0	1023	A3GALT2P,IGB3S,IGBS3S
PHC2	3408.6666666666665	3789.0	3873	EDR2,HPH2,PH2
MIR3605	48.666666666666664	23.0	100	mir-3605
RN7SKP16	299.0	299.0	299	
LOC101929464	490.0	490.0	490	
TLR12P	2727.0	2727.0	2727	
ZSCAN20	11228.555555555555	12057.0	12546	KOX29,ZFP-31,ZNF31,ZNF360
LOC100422287	894.0	894.0	894	
CSMD2	13023.23076923077	13433.0	16573	dJ1007G16.1,dJ1007G16.2,dJ947L8.1
LOC105378638	1652.0	1652.0	1652	
HSPD1P14	1617.0	1617.0	1617	HSPD1-17P
HMGB4	1485.5	1485.5	2343	dJ1007G16.5
